First Name,Last Name,Gender,Age,Phone,Education,Occupation,Marital Status,Number of Children,Address,Caste,YojanaCardBenefits,YojanaCardBenefitsBankAccountLinked,YojanaCardBenefitsUniqueQRCode,YojanaCardBenefitsBookServiceWithHaqdarshaks,YojanaCardBenefitsSchemeApplicationSupport,YojanaCardBenefitsDigiLockerAccount,YojanaCardBenefitsOffersCashbacks,YojanaCardInterestedInYojanaCardStatus,YojanaCardFeatureBenefitInformation,YojanaCardFeatureBenefitSubsidySchemeInfo,YojanaCardFeatureBenefitAccessToBankingServices,YojanaCardFeatureBenefitYojanaKendra,YojanaCardFeatureBenefitHQHelpline,YojanaCardFeatureBenefitAssistedHQService,YojanaCardFeatureBenefitDigilocker,YojanaCardFeatureBenefitCashbackOffers,YojanaCardFeatureBenefitBankAccountInfo,YojanaCardFeatureBenefitOtherStatus,YojanaCardLoanInterestStatus,YojanaCardInsurance,YojanaCardUnmetNeedsHealthExpenses,YojanaCardUnmetNeedsChildrensEducation,YojanaCardUnmetNeedsMarriageSupport,YojanaCardUnmetNeedsBusinessSupport,YojanaCardUnmetNeedsNone,YojanaCardUnmetNeedsOther,YojanaCardInterestInPayingForYojanaCard,YojanaCardPriceComfortableToAvailYojanaCard,YojanaCardAcceptanceOfFreeYojanaCard
Wilson,Montgomery,Male,24,125-7429-55,Illiterate,Civil Engineer,Married,0,Kolkata,General,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1
Carlos,Adams,Male,27,110-2832-44,Primary,Production Engineer,Single,1,Mumbai,OBC,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1
Alexia,Ferguson,Female,22,881-8410-51,Illiterate,Civil Engineer,Single,5,Chennai,Prefer Not to say,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1
Carl,Adams,Male,26,048-3622-99,Senior Secondary,Pharmacist,Single,0,Patna,ST,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
Alisa,Miller,Female,19,106-3382-47,Graduation,Police,Single,3,Chennai,NT/DNT,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0
Clark,Myers,Male,29,916-2169-57,Illiterate,Mechanic,Married,1,Mumbai,Prefer Not to say,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1
Eddy,Carter,Male,28,700-2922-38,Primary,Architect,Single,2,Bangalore,Prefer Not to say,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1
Emily,Kelley,Female,21,519-0730-07,Graduation,Architect,Single,4,Raipur,NT/DNT,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0
Sarah,Smith,Female,26,306-6439-45,Post graduation,Lawyer,Married,2,Raipur,ST,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0
Edith,Dixon,Female,25,165-4911-77,Illiterate,Business,Married,1,Chennai,Prefer Not to say,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0
Eleanor,Elliott,Female,18,252-6865-89,Illiterate,Plumber,Single,5,Kolkata,Prefer Not to say,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
Dexter,Baker,Male,27,022-3639-10,Illiterate,Accountant,Single,1,Raipur,OBC,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
Edith,Martin,Female,18,507-5568-52,Graduation,Architect,Single,4,Raipur,Prefer Not to say,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0
Andrew,Bailey,Male,18,857-6261-08,Secondary,Clerk,Married,3,Patna,General,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1
Tara,Carroll,Female,26,720-2020-79,Illiterate,Production Engineer,Single,1,Hyderabad,ST,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0
Belinda,Cunningham,Female,28,455-2424-86,Post graduation,Lawyer,Married,2,Kochi,OBC,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0
Tess,Wilson,Female,24,169-9782-73,Illiterate,Plumber,Single,0,Mumbai,OBC,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0
Walter,Chapman,Male,20,358-3215-48,Illiterate,Teaching faculty,Single,5,Delhi,NT/DNT,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1
Chelsea,Elliott,Female,30,665-8241-93,Senior Secondary,Civil Engineer,Married,0,Hyderabad,SC,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
Tiana,Perkins,Female,29,728-9691-30,Post graduation,Police,Married,4,Chennai,OBC,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0
Gianna,Owens,Female,21,544-9341-09,Primary,Accountant,Married,0,Kolkata,OBC,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0
William,Higgins,Male,20,397-2933-48,Secondary,Teaching faculty,Married,5,Chennai,Prefer Not to say,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1
Sophia,Richards,Female,28,209-4304-25,Graduation,Lawyer,Married,5,Chennai,ST,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1
Edgar,Ross,Male,20,758-7921-70,Primary,Civil Engineer,Single,0,Patna,NT/DNT,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
Myra,Robinson,Female,21,228-3120-98,Graduation,Clerk,Married,3,Patna,General,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1
Dainton,Clark,Male,22,312-6469-10,Secondary,Data Analyst,Married,0,Patna,OBC,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
Wilson,Ferguson,Male,19,943-7812-42,Post graduation,Teaching faculty,Married,4,Chennai,General,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1
Valeria,Campbell,Female,20,538-3900-97,Illiterate,Plumber,Married,5,Mumbai,ST,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1
Alisa,Cameron,Female,28,381-7834-76,Secondary,Plumber,Married,5,Delhi,Prefer Not to say,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0
Bruce,Johnston,Male,24,676-8286-95,Post graduation,Pharmacist,Single,0,Delhi,Prefer Not to say,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0
Lucas,Douglas,Male,24,365-9399-69,Illiterate,Business,Single,5,Patna,SC,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0
Natalie,Allen,Female,25,044-0716-88,Illiterate,Police,Single,2,Kolkata,Prefer Not to say,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0
Sienna,Sullivan,Female,19,213-4460-28,Illiterate,Lawyer,Married,2,Delhi,SC,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1
Dainton,Andrews,Male,20,474-9923-61,Secondary,Software Developer,Single,3,Hyderabad,OBC,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1
Lenny,Dixon,Male,22,684-7774-07,Graduation,Plumber,Single,5,Patna,SC,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0
Lucy,Turner,Female,18,203-9482-10,Senior Secondary,Pharmacist,Married,4,Raipur,OBC,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1
Paige,Lloyd,Female,24,458-5165-83,Secondary,Accountant,Married,4,Delhi,OBC,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
Julia,Andrews,Female,20,721-0177-06,Senior Secondary,Architect,Married,3,Mumbai,ST,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
Alan,Morris,Male,29,360-2862-98,Graduation,Plumber,Married,1,Hyderabad,ST,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0
Spike,Harrison,Male,19,665-8478-08,Graduation,Business,Single,5,Raipur,NT/DNT,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1
Sawyer,Grant,Male,19,629-2895-28,Secondary,Mechanic,Single,5,Chennai,NT/DNT,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0
Lily,Roberts,Female,22,213-9503-26,Primary,Lawyer,Single,3,Chennai,ST,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1
Byron,Walker,Male,24,558-8029-41,Secondary,Data Analyst,Married,0,Lucknow,SC,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1
Kate,Myers,Female,28,624-5423-98,Graduation,Architect,Single,4,Bangalore,Prefer Not to say,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1
Samantha,Foster,Female,18,238-5740-74,Senior Secondary,Software Developer,Married,1,Raipur,OBC,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1
Nicholas,Adams,Male,22,672-2123-43,Post graduation,Architect,Married,4,Bangalore,SC,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
Tess,Payne,Female,20,744-2783-49,Secondary,Software Developer,Single,5,Kolkata,OBC,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1
Roman,Armstrong,Male,27,973-8961-85,Graduation,Architect,Single,0,Raipur,General,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1
Chester,Barnes,Male,22,209-1934-52,Senior Secondary,Civil Engineer,Single,4,Mumbai,OBC,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0
Jenna,Campbell,Female,26,732-3229-96,Primary,Plumber,Single,1,Kochi,General,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
Justin,Watson,Male,30,500-6136-46,Senior Secondary,Mechanic,Single,2,Patna,Prefer Not to say,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0
Oscar,Adams,Male,26,541-3466-95,Graduation,Data Analyst,Married,1,Kolkata,SC,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0
Byron,Wilson,Male,29,059-0661-54,Primary,Architect,Married,5,Mumbai,NT/DNT,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1
Daryl,Chapman,Male,21,994-0206-49,Illiterate,Police,Married,3,Hyderabad,OBC,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0
Kelvin,Scott,Male,23,985-2948-19,Senior Secondary,Pharmacist,Single,1,Bangalore,SC,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1
Daniel,Wilson,Male,22,121-0756-27,Primary,Production Engineer,Single,3,Bangalore,Prefer Not to say,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1
Steven,Jones,Male,30,118-3196-68,Illiterate,Data Analyst,Married,5,Lucknow,ST,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Penelope,Taylor,Female,22,155-9968-36,Secondary,Pharmacist,Single,1,Bangalore,Prefer Not to say,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1
Natalie,Carter,Female,30,106-7210-26,Illiterate,Data Analyst,Single,2,Patna,NT/DNT,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1
Steven,Morgan,Male,23,738-1066-49,Illiterate,Doctor,Single,1,Raipur,ST,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1
Walter,Williams,Male,27,261-2456-56,Primary,Doctor,Single,2,Kochi,General,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1
Maximilian,Martin,Male,29,217-6085-61,Primary,Software Developer,Single,4,Hyderabad,NT/DNT,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0
Miranda,Andrews,Female,23,448-7481-83,Senior Secondary,Clerk,Married,2,Delhi,NT/DNT,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
Madaline,Richards,Female,29,977-3762-45,Primary,Police,Single,5,Raipur,SC,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1
Jessica,Murphy,Female,18,924-7787-65,Secondary,Production Engineer,Married,3,Delhi,ST,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Jessica,Cole,Female,24,863-1596-87,Primary,Lawyer,Married,2,Lucknow,SC,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0
Paul,Wells,Male,29,795-5789-63,Senior Secondary,Teaching faculty,Married,2,Chennai,General,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1
Oscar,Hunt,Male,19,652-9817-86,Graduation,Accountant,Single,3,Bangalore,OBC,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
Lilianna,Grant,Female,28,389-5442-40,Primary,Software Developer,Single,5,Chennai,ST,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0
April,Bennett,Female,19,931-0160-31,Graduation,Data Analyst,Married,2,Lucknow,General,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1
Lydia,Spencer,Female,26,625-1395-93,Graduation,Pharmacist,Married,3,Bangalore,ST,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0
Audrey,Hunt,Female,20,156-0444-10,Secondary,Data Analyst,Single,0,Raipur,OBC,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1
Amelia,Andrews,Female,27,971-4596-23,Graduation,Lawyer,Married,4,Chennai,SC,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0
Deanna,Thompson,Female,19,179-9174-41,Primary,Business,Married,3,Patna,OBC,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
Caroline,Henderson,Female,22,356-2476-86,Primary,Architect,Single,0,Bangalore,OBC,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0
Eleanor,Williams,Female,25,038-4596-21,Senior Secondary,Lawyer,Married,1,Raipur,SC,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1
Joyce,Gibson,Female,20,924-9694-32,Graduation,Accountant,Single,0,Hyderabad,General,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1
Samantha,Wilson,Female,22,875-4645-11,Primary,Architect,Married,1,Kolkata,OBC,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1
Sabrina,Walker,Female,27,746-7210-90,Illiterate,Accountant,Single,1,Kolkata,General,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1
Ellia,Grant,Female,24,202-7500-31,Secondary,Software Developer,Single,0,Bangalore,ST,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0
James,Brown,Male,26,412-1240-29,Primary,Mechanic,Single,2,Delhi,NT/DNT,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1
Melissa,Bailey,Female,25,390-2926-63,Post graduation,Police,Single,1,Raipur,OBC,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1
George,Mason,Male,23,861-7954-13,Senior Secondary,Police,Married,2,Delhi,NT/DNT,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0
Alexia,Perkins,Female,28,956-3679-37,Primary,Lawyer,Married,2,Raipur,Prefer Not to say,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0
George,Perry,Male,30,050-1990-03,Primary,Data Analyst,Single,3,Mumbai,OBC,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0
Caroline,Evans,Female,27,621-8073-96,Senior Secondary,Data Analyst,Single,5,Kolkata,SC,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
Anna,Evans,Female,18,101-8153-70,Graduation,Data Analyst,Single,3,Delhi,SC,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0
George,Roberts,Male,29,686-1994-99,Post graduation,Plumber,Single,2,Chennai,OBC,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1
Valeria,Mitchell,Female,35,020-8058-17,Senior Secondary,Architect,Married,3,Delhi,NT/DNT,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
Adrian,Evans,Male,35,022-7623-38,Secondary,Clerk,Single,0,Patna,OBC,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0
Jack,Bennett,Male,39,771-0336-78,Secondary,Plumber,Single,4,Kolkata,OBC,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
Ada,Evans,Female,32,162-3220-83,Senior Secondary,Data Analyst,Single,0,Lucknow,SC,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0
Harold,Hunt,Male,30,855-0926-48,Primary,Lawyer,Single,2,Delhi,SC,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1
Derek,Higgins,Male,31,498-2794-14,Graduation,Plumber,Married,1,Hyderabad,ST,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0
Miller,Sullivan,Male,31,558-6994-77,Primary,Civil Engineer,Married,2,Patna,SC,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1
Daisy,Farrell,Female,35,072-4007-97,Graduation,Accountant,Married,0,Hyderabad,Prefer Not to say,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0
Chelsea,Johnston,Female,35,250-7364-96,Post graduation,Accountant,Married,2,Delhi,ST,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1
Jessica,Hill,Female,32,398-8902-01,Secondary,Mechanic,Married,2,Patna,SC,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0
Sabrina,Turner,Female,33,304-4303-98,Graduation,Police,Single,5,Lucknow,SC,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1
Carl,Thomas,Male,40,488-5531-57,Illiterate,Business,Married,4,Patna,SC,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0
Valeria,Smith,Female,32,461-4040-44,Primary,Police,Single,1,Raipur,Prefer Not to say,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0
Lucas,Armstrong,Male,38,889-0043-83,Primary,Civil Engineer,Single,2,Kochi,General,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1
Tara,Hill,Female,30,354-4539-49,Graduation,Mechanic,Married,5,Raipur,OBC,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0
Julian,Morrison,Male,36,713-4980-64,Secondary,Lawyer,Single,5,Hyderabad,OBC,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1
Vivian,Barrett,Female,35,705-2646-59,Post graduation,Clerk,Married,5,Hyderabad,SC,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1
Madaline,Grant,Female,34,371-7484-30,Secondary,Teaching faculty,Married,4,Kochi,SC,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Dainton,Crawford,Male,32,989-3414-33,Illiterate,Police,Single,5,Chennai,NT/DNT,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
Arianna,Carter,Female,37,561-7673-20,Illiterate,Police,Single,5,Lucknow,Prefer Not to say,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0
Derek,Perry,Male,38,358-0419-39,Secondary,Police,Single,4,Lucknow,OBC,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0
Melanie,Rogers,Female,35,287-0213-17,Illiterate,Plumber,Married,0,Bangalore,SC,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1
Michelle,Kelley,Female,36,569-1028-23,Illiterate,Mechanic,Single,3,Raipur,NT/DNT,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0
Freddie,Holmes,Male,34,000-8199-16,Secondary,Teaching faculty,Married,1,Kochi,General,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1
Charlie,Evans,Male,33,512-2963-30,Senior Secondary,Data Analyst,Married,1,Chennai,OBC,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
Ashton,Gibson,Male,37,193-7418-12,Post graduation,Software Developer,Single,3,Raipur,ST,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0
Richard,Johnston,Male,30,417-8169-34,Illiterate,Pharmacist,Single,3,Mumbai,SC,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
Amy,West,Female,39,242-8693-33,Post graduation,Doctor,Married,0,Chennai,NT/DNT,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1
Jenna,Martin,Female,30,919-5693-66,Secondary,Software Developer,Single,2,Hyderabad,ST,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0
Violet,Williams,Female,40,056-6529-60,Graduation,Police,Single,1,Patna,ST,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
Arianna,Kelley,Female,38,566-7660-40,Post graduation,Production Engineer,Single,5,Chennai,SC,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0
Miller,Richardson,Male,30,396-7377-24,Illiterate,Architect,Married,0,Kolkata,Prefer Not to say,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0
Kate,Sullivan,Female,40,914-9391-86,Illiterate,Lawyer,Married,2,Patna,SC,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0
Jordan,Cole,Male,31,739-0227-51,Illiterate,Business,Single,0,Raipur,SC,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1
Violet,Grant,Female,32,190-3698-43,Post graduation,Business,Married,0,Raipur,Prefer Not to say,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0
Haris,Phillips,Male,38,581-0047-46,Post graduation,Software Developer,Single,3,Kolkata,General,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1
Antony,Brooks,Male,30,434-3649-89,Illiterate,Accountant,Single,1,Mumbai,NT/DNT,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1
Penelope,Moore,Female,38,011-9314-61,Secondary,Pharmacist,Married,2,Bangalore,Prefer Not to say,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1
